datetime,bpm,period
2018-05-03 09:08:50.156,105,after breakfast
2018-05-03 09:08:50.460,106,after breakfast
2018-05-03 09:08:50.759,106,after breakfast
2018-05-03 09:08:51.058,104,after breakfast
2018-05-03 09:08:51.361,104,after breakfast
2018-05-03 09:08:51.660,104,after breakfast
2018-05-03 09:08:51.963,101,after breakfast
2018-05-03 09:08:52.262,101,after breakfast
2018-05-03 09:08:52.561,99,after breakfast
2018-05-03 09:08:52.864,99,after breakfast
2018-05-03 09:08:53.163,98,after breakfast
2018-05-03 09:08:53.765,97,after breakfast
2018-05-03 09:08:54.064,97,after breakfast
2018-05-03 09:08:54.367,96,after breakfast
2018-05-03 09:08:54.666,96,after breakfast
2018-05-03 09:08:55.268,95,after breakfast
2018-05-03 09:08:55.567,95,after breakfast
2018-05-03 09:08:55.870,94,after breakfast
2018-05-03 09:08:56.169,93,after breakfast
2018-05-03 09:08:56.468,93,after breakfast
2018-05-03 09:08:56.771,97,after breakfast
2018-05-03 09:08:57.071,102,after breakfast
2018-05-03 09:08:57.673,101,after breakfast
2018-05-03 09:08:57.972,101,after breakfast
2018-05-03 09:08:58.275,101,after breakfast
2018-05-03 09:08:58.574,100,after breakfast
2018-05-03 09:08:59.176,100,after breakfast
2018-05-03 09:08:59.475,100,after breakfast
2018-05-03 09:08:59.778,100,after breakfast
2018-05-03 09:09:00.077,98,after breakfast
2018-05-03 09:09:00.679,98,after breakfast
2018-05-03 09:09:00.978,98,after breakfast
2018-05-03 09:09:01.281,96,after breakfast
2018-05-03 09:09:01.580,96,after breakfast
2018-05-03 09:09:01.879,96,after breakfast
2018-05-03 09:09:02.182,96,after breakfast
2018-05-03 09:09:02.481,96,after breakfast
2018-05-03 09:09:03.083,92,after breakfast
2018-05-03 09:09:03.382,92,after breakfast
2018-05-03 09:09:03.685,89,after breakfast
2018-05-03 09:09:03.984,89,after breakfast
2018-05-03 09:09:04.587,92,after breakfast
2018-05-03 09:09:04.885,94,after breakfast
2018-05-03 09:09:05.189,94,after breakfast
2018-05-03 09:09:05.488,96,after breakfast
2018-05-03 09:09:05.787,96,after breakfast
2018-05-03 09:09:06.090,99,after breakfast
2018-05-03 09:09:06.389,99,after breakfast
2018-05-03 09:09:06.692,99,after breakfast
2018-05-03 09:09:06.991,99,after breakfast
2018-05-03 09:09:07.290,98,after breakfast
2018-05-03 09:09:07.593,98,after breakfast
2018-05-03 09:09:07.892,98,after breakfast
2018-05-03 09:09:08.494,98,after breakfast
2018-05-03 09:09:08.793,95,after breakfast
2018-05-03 09:09:09.096,95,after breakfast
2018-05-03 09:09:09.395,94,after breakfast
2018-05-03 09:09:09.694,94,after breakfast
2018-05-03 09:09:09.997,95,after breakfast
2018-05-03 09:09:10.296,95,after breakfast
2018-05-03 09:09:10.898,94,after breakfast
2018-05-03 09:09:11.197,93,after breakfast
2018-05-03 09:09:11.500,97,after breakfast
2018-05-03 09:09:11.799,102,after breakfast
2018-05-03 09:09:12.402,106,after breakfast
2018-05-03 09:09:12.701,106,after breakfast
2018-05-03 09:09:13.004,109,after breakfast
2018-05-03 09:09:23.515,109,after breakfast
2018-05-03 09:09:24.116,102,after breakfast
2018-05-03 09:09:24.415,102,after breakfast
2018-05-03 09:09:24.718,101,after breakfast
2018-05-03 09:09:25.017,101,after breakfast
2018-05-03 09:09:25.619,101,after breakfast
2018-05-03 09:09:25.918,100,after breakfast
2018-05-03 09:09:26.221,100,after breakfast
2018-05-03 09:09:26.520,99,after breakfast
2018-05-03 09:09:27.123,99,after breakfast
2018-05-03 09:09:27.421,99,after breakfast
2018-05-03 09:09:27.725,99,after breakfast
2018-05-03 09:09:28.024,99,after breakfast
2018-05-03 09:09:28.322,99,after breakfast
2018-05-03 09:09:28.626,99,after breakfast
2018-05-03 09:09:28.925,99,after breakfast
2018-05-03 09:09:29.527,99,after breakfast
2018-05-03 09:09:29.826,99,after breakfast
2018-05-03 09:09:30.129,99,after breakfast
2018-05-03 09:09:30.428,99,after breakfast
2018-05-03 09:09:31.030,109,after breakfast
2018-05-03 09:09:31.329,109,after breakfast
2018-05-03 09:09:34.335,103,after breakfast
2018-05-03 09:09:34.634,103,after breakfast
2018-05-03 09:09:34.933,9,after breakfast
2018-05-03 09:09:35.237,99,after breakfast
2018-05-03 09:09:35.536,100,after breakfast
2018-05-03 09:09:35.839,100,after breakfast
2018-05-03 09:09:36.138,100,after breakfast
2018-05-03 09:09:36.437,104,after breakfast
2018-05-03 09:09:37.039,106,after breakfast
2018-05-03 09:09:37.641,109,after breakfast
2018-05-03 09:09:37.940,109,after breakfast
2018-05-03 09:09:43.048,108,after breakfast
2018-05-03 09:09:43.347,108,after breakfast
2018-05-03 09:09:43.650,100,after breakfast
2018-05-03 09:09:43.949,100,after breakfast
2018-05-03 09:09:44.551,98,after breakfast
2018-05-03 09:09:44.850,97,after breakfast
2018-05-03 09:09:45.153,97,after breakfast
2018-05-03 09:09:45.452,97,after breakfast
2018-05-03 09:09:45.751,96,after breakfast
2018-05-03 09:09:46.054,96,after breakfast
2018-05-03 09:09:46.353,94,after breakfast
2018-05-03 09:09:46.955,94,after breakfast
2018-05-03 09:09:47.254,98,after breakfast
2018-05-03 09:09:47.557,105,after breakfast
2018-05-03 09:09:47.856,105,after breakfast
2018-05-03 09:09:48.155,1,after breakfast
2018-05-03 09:09:48.458,108,after breakfast
2018-05-03 09:09:48.757,108,after breakfast
2018-05-03 09:09:54.766,109,after breakfast
2018-05-03 09:09:55.065,109,after breakfast
2018-05-03 09:09:55.368,107,after breakfast
2018-05-03 09:09:55.667,107,after breakfast
2018-05-03 09:09:55.966,10,after breakfast
2018-05-03 09:09:56.269,105,after breakfast
2018-05-03 09:09:56.568,101,after breakfast
2018-05-03 09:09:56.871,100,after breakfast
2018-05-03 09:09:57.170,103,after breakfast
2018-05-03 09:09:57.469,103,after breakfast
2018-05-03 09:09:57.772,103,after breakfast
2018-05-03 09:09:58.071,103,after breakfast
2018-05-03 09:09:58.375,104,after breakfast
2018-05-03 09:09:58.674,104,after breakfast
2018-05-03 09:09:58.972,106,after breakfast
2018-05-03 09:09:59.276,106,after breakfast
2018-05-03 09:09:59.575,109,after breakfast
2018-05-03 09:10:02.278,109,after breakfast
2018-05-03 09:10:02.581,108,after breakfast
2018-05-03 09:10:05.583,109,after breakfast
2018-05-03 09:10:05.882,109,after breakfast
2018-05-03 09:10:06.185,108,after breakfast
2018-05-03 09:10:06.485,108,after breakfast
2018-05-03 09:10:07.087,106,after breakfast
2018-05-03 09:10:07.386,106,after breakfast
2018-05-03 09:10:07.689,106,after breakfast
2018-05-03 09:10:07.988,104,after breakfast
2018-05-03 09:10:08.590,100,after breakfast
2018-05-03 09:10:08.889,100,after breakfast
2018-05-03 09:10:09.192,94,after breakfast
2018-05-03 09:10:09.491,94,after breakfast
2018-05-03 09:10:09.790,9,after breakfast
2018-05-03 09:10:10.093,99,after breakfast
2018-05-03 09:10:10.392,99,after breakfast
2018-05-03 09:10:10.994,98,after breakfast
2018-05-03 09:10:11.293,98,after breakfast
2018-05-03 09:10:11.596,99,after breakfast
2018-05-03 09:10:11.895,99,after breakfast
2018-05-03 09:10:12.497,100,after breakfast
2018-05-03 09:10:12.796,102,after breakfast
2018-05-03 09:10:13.099,102,after breakfast
2018-05-03 09:10:13.399,102,after breakfast
2018-05-03 09:10:14.001,102,after breakfast
2018-05-03 09:10:14.300,102,after breakfast
2018-05-03 09:10:14.603,101,after breakfast
2018-05-03 09:10:14.902,101,after breakfast
2018-05-03 09:10:15.201,1,after breakfast
2018-05-03 09:10:15.504,97,after breakfast
2018-05-03 09:10:15.803,97,after breakfast
2018-05-03 09:10:16.106,97,after breakfast
2018-05-03 09:10:16.405,93,after breakfast
2018-05-03 09:10:16.704,93,after breakfast
2018-05-03 09:10:17.007,88,after breakfast
2018-05-03 09:10:17.306,88,after breakfast
2018-05-03 09:10:17.908,89,after breakfast
2018-05-03 09:10:18.207,89,after breakfast
2018-05-03 09:10:18.510,87,after breakfast
2018-05-03 09:10:18.809,87,after breakfast
2018-05-03 09:10:19.108,8,after breakfast
2018-05-03 09:10:19.411,86,after breakfast
2018-05-03 09:10:19.710,85,after breakfast
2018-05-03 09:10:20.013,85,after breakfast
2018-05-03 09:10:20.312,85,after breakfast
2018-05-03 09:10:20.611,85,after breakfast
2018-05-03 09:10:20.915,85,after breakfast
2018-05-03 09:10:21.214,85,after breakfast
2018-05-03 09:10:21.816,86,after breakfast
2018-05-03 09:10:22.115,90,after breakfast
2018-05-03 09:10:22.418,90,after breakfast
2018-05-03 09:10:22.717,93,after breakfast
2018-05-03 09:10:23.016,93,after breakfast
2018-05-03 09:10:23.319,94,after breakfast
2018-05-03 09:10:23.618,94,after breakfast
2018-05-03 09:10:23.921,96,after breakfast
2018-05-03 09:10:24.220,96,after breakfast
2018-05-03 09:10:24.519,98,after breakfast
2018-05-03 09:10:24.822,98,after breakfast
2018-05-03 09:10:25.121,100,after breakfast
2018-05-03 09:10:25.723,101,after breakfast
2018-05-03 09:10:26.022,106,after breakfast
2018-05-03 09:10:32.031,106,after breakfast
2018-05-03 09:10:32.330,106,after breakfast
2018-05-03 09:10:32.633,105,after breakfast
2018-05-03 09:10:32.932,103,after breakfast
2018-05-03 09:10:33.534,109,after breakfast
2018-05-03 09:10:35.938,108,after breakfast
2018-05-03 09:10:36.238,108,after breakfast
2018-05-03 09:10:38.040,109,after breakfast
2018-05-03 09:10:38.339,109,after breakfast
2018-05-03 09:10:38.642,108,after breakfast
2018-05-03 09:10:38.941,108,after breakfast
2018-05-03 09:10:39.244,102,after breakfast
2018-05-03 09:10:39.543,102,after breakfast
2018-05-03 09:10:39.842,102,after breakfast
2018-05-03 09:10:40.145,94,after breakfast
2018-05-03 09:10:40.444,94,after breakfast
2018-05-03 09:10:41.046,93,after breakfast
2018-05-03 09:10:41.345,92,after breakfast
2018-05-03 09:10:41.648,92,after breakfast
2018-05-03 09:10:41.947,91,after breakfast
2018-05-03 09:10:42.549,90,after breakfast
2018-05-03 09:10:42.848,90,after breakfast
2018-05-03 09:10:43.151,89,after breakfast
2018-05-03 09:10:43.450,89,after breakfast
2018-05-03 09:10:43.749,90,after breakfast
2018-05-03 09:10:44.053,90,after breakfast
2018-05-03 09:10:44.352,90,after breakfast
2018-05-03 09:10:44.954,93,after breakfast
2018-05-03 09:10:45.253,93,after breakfast
2018-05-03 09:10:45.556,94,after breakfast
2018-05-03 09:10:45.855,94,after breakfast
2018-05-03 09:10:46.457,95,after breakfast
2018-05-03 09:10:46.756,95,after breakfast
2018-05-03 09:10:47.059,96,after breakfast
2018-05-03 09:10:47.358,96,after breakfast
2018-05-03 09:10:47.657,97,after breakfast
2018-05-03 09:10:47.960,97,after breakfast
2018-05-03 09:10:48.259,96,after breakfast
2018-05-03 09:10:48.861,96,after breakfast
2018-05-03 09:10:49.160,96,after breakfast
2018-05-03 09:10:49.463,96,after breakfast
2018-05-03 09:10:49.762,96,after breakfast
2018-05-03 09:10:50.364,96,after breakfast
2018-05-03 09:10:50.663,96,after breakfast
2018-05-03 09:10:50.967,96,after breakfast
2018-05-03 09:10:51.266,96,after breakfast
2018-05-03 09:10:51.565,96,after breakfast
2018-05-03 09:10:51.868,96,after breakfast
2018-05-03 09:10:52.167,96,after breakfast
2018-05-03 09:10:52.769,96,after breakfast
2018-05-03 09:10:53.068,97,after breakfast
2018-05-03 09:10:53.371,97,after breakfast
2018-05-03 09:10:53.670,97,after breakfast
2018-05-03 09:10:53.969,97,after breakfast
2018-05-03 09:10:54.272,98,after breakfast
2018-05-03 09:10:54.571,98,after breakfast
2018-05-03 09:10:54.874,97,after breakfast
2018-05-03 09:10:55.173,97,after breakfast
2018-05-03 09:10:55.472,97,after breakfast
2018-05-03 09:10:55.775,97,after breakfast
2018-05-03 09:10:56.074,97,after breakfast
2018-05-03 09:10:56.676,98,after breakfast
2018-05-03 09:10:56.975,97,after breakfast
2018-05-03 09:10:57.278,101,after breakfast
2018-05-03 09:10:57.577,107,after breakfast
2018-05-03 09:10:58.179,107,after breakfast
2018-05-03 09:10:58.478,107,after breakfast
2018-05-03 09:10:58.782,108,after breakfast
2018-05-03 09:10:59.081,108,after breakfast
2018-05-03 09:10:59.380,1,after breakfast
2018-05-03 09:10:59.683,107,after breakfast
2018-05-03 09:10:59.982,107,after breakfast
2018-05-03 09:11:00.285,107,after breakfast
2018-05-03 09:11:02.685,108,after breakfast
2018-05-03 09:11:02.988,108,after breakfast
2018-05-03 09:11:03.287,103,after breakfast
2018-05-03 09:11:03.889,104,after breakfast
2018-05-03 09:11:04.188,104,after breakfast
2018-05-03 09:11:04.491,105,after breakfast
2018-05-03 09:11:04.790,105,after breakfast
2018-05-03 09:11:05.392,105,after breakfast
2018-05-03 09:11:05.692,105,after breakfast
2018-05-03 09:11:18.909,108,after breakfast
2018-05-03 09:11:19.208,108,after breakfast
2018-05-03 09:11:19.810,104,after breakfast
2018-05-03 09:11:28.219,108,after breakfast
2018-05-03 09:11:28.821,105,after breakfast
2018-05-03 09:11:29.120,105,after breakfast
2018-05-03 09:11:29.423,108,after breakfast
2018-05-03 09:11:30.325,109,after breakfast
2018-05-03 09:11:30.624,109,after breakfast
2018-05-03 09:11:31.226,106,after breakfast
2018-05-03 09:11:31.525,101,after breakfast
2018-05-03 09:11:31.828,101,after breakfast
2018-05-03 09:11:32.127,95,after breakfast
2018-05-03 09:11:32.729,98,after breakfast
2018-05-03 09:11:33.028,98,after breakfast
2018-05-03 09:11:33.331,102,after breakfast
2018-05-03 09:11:42.039,109,after breakfast
2018-05-03 09:11:50.448,106,after breakfast
2018-05-03 09:11:50.751,106,after breakfast
2018-05-03 09:11:51.050,103,after breakfast
2018-05-03 09:11:51.652,102,after breakfast
2018-05-03 09:11:51.951,102,after breakfast
2018-05-03 09:11:52.254,97,after breakfast
2018-05-03 09:11:52.553,97,after breakfast
2018-05-03 09:11:52.852,10,after breakfast
2018-05-03 09:11:53.155,100,after breakfast
2018-05-03 09:11:53.454,101,after breakfast
2018-05-03 09:11:53.757,101,after breakfast
2018-05-03 09:11:54.056,105,after breakfast
2018-05-03 09:11:54.355,105,after breakfast
2018-05-03 09:11:54.659,108,after breakfast
2018-05-03 09:11:54.958,108,after breakfast
2018-05-03 09:12:03.969,107,after breakfast
2018-05-03 09:12:22.589,108,after breakfast
2018-05-03 09:12:23.191,101,after breakfast
2018-05-03 09:12:23.490,101,after breakfast
2018-05-03 09:12:23.793,94,after breakfast
2018-05-03 09:12:24.092,94,after breakfast
2018-05-03 09:12:24.694,93,after breakfast
2018-05-03 09:12:24.993,93,after breakfast
2018-05-03 09:12:25.296,93,after breakfast
2018-05-03 09:12:25.595,94,after breakfast
2018-05-03 09:12:25.894,97,after breakfast
2018-05-03 09:12:26.197,102,after breakfast
2018-05-03 09:12:26.496,102,after breakfast
2018-05-03 09:12:27.098,108,after breakfast
2018-05-03 09:12:27.397,108,after breakfast
2018-05-03 09:12:41.213,107,after breakfast
2018-05-03 09:12:41.516,107,after breakfast
2018-05-03 09:12:41.815,102,after breakfast
2018-05-03 09:12:42.417,101,after breakfast
2018-05-03 09:12:42.716,101,after breakfast
2018-05-03 09:12:43.019,100,after breakfast
2018-05-03 09:12:43.318,100,after breakfast
2018-05-03 09:12:43.617,9,after breakfast
2018-05-03 09:12:43.921,94,after breakfast
2018-05-03 09:12:44.220,99,after breakfast
2018-05-03 09:12:44.822,99,after breakfast
2018-05-03 09:12:45.121,99,after breakfast
2018-05-03 09:12:45.424,102,after breakfast
2018-05-03 09:12:45.723,102,after breakfast
2018-05-03 09:12:46.325,107,after breakfast
2018-05-03 09:12:51.731,109,after breakfast
2018-05-03 09:12:52.030,108,after breakfast
2018-05-03 09:12:52.334,108,after breakfast
2018-05-03 09:12:52.633,108,after breakfast
2018-05-03 09:12:52.932,1,after breakfast
2018-05-03 09:12:53.235,109,after breakfast
2018-05-03 09:12:53.534,109,after breakfast
2018-05-03 09:12:53.837,104,after breakfast
2018-05-03 09:12:54.136,104,after breakfast
2018-05-03 09:12:54.435,99,after breakfast
2018-05-03 09:12:54.738,103,after breakfast
2018-05-03 09:12:55.037,109,after breakfast
2018-05-03 09:12:55.340,109,after breakfast
2018-05-03 09:13:01.947,104,after breakfast
2018-05-03 09:13:02.246,97,after breakfast
2018-05-03 09:13:02.549,97,after breakfast
2018-05-03 09:13:02.848,94,after breakfast
2018-05-03 09:13:03.450,94,after breakfast
2018-05-03 09:13:03.749,92,after breakfast
2018-05-03 09:13:04.052,92,after breakfast
2018-05-03 09:13:04.351,91,after breakfast
2018-05-03 09:13:04.650,91,after breakfast
2018-05-03 09:13:04.953,91,after breakfast
2018-05-03 09:13:05.252,91,after breakfast
2018-05-03 09:13:05.854,92,after breakfast
2018-05-03 09:13:06.153,92,after breakfast
2018-05-03 09:13:06.456,105,after breakfast
2018-05-03 09:13:06.755,105,after breakfast
2018-05-03 09:13:07.054,10,after breakfast
2018-05-03 09:13:07.358,108,after breakfast
2018-05-03 09:13:14.263,106,after breakfast
2018-05-03 09:13:14.566,106,after breakfast
2018-05-03 09:13:14.865,103,after breakfast
2018-05-03 09:13:15.169,103,after breakfast
2018-05-03 09:13:15.468,102,after breakfast
2018-05-03 09:13:15.767,102,after breakfast
2018-05-03 09:13:16.070,101,after breakfast
2018-05-03 09:13:16.369,105,after breakfast
2018-05-03 09:13:17.270,109,after breakfast
2018-05-03 09:13:17.573,109,after breakfast
2018-05-03 09:13:25.380,108,after breakfast
2018-05-03 09:13:25.982,106,after breakfast
2018-05-03 09:13:26.281,106,after breakfast
2018-05-03 09:13:26.584,104,after breakfast
2018-05-03 09:13:26.883,107,after breakfast
2018-05-03 09:13:36.795,105,after breakfast
2018-05-03 09:13:37.094,105,after breakfast
2018-05-03 09:13:37.397,99,after breakfast
2018-05-03 09:13:37.696,99,after breakfast
2018-05-03 09:13:37.995,97,after breakfast
2018-05-03 09:13:38.298,97,after breakfast
2018-05-03 09:13:38.597,91,after breakfast
2018-05-03 09:13:39.199,94,after breakfast
2018-05-03 09:13:39.498,94,after breakfast
2018-05-03 09:13:39.802,93,after breakfast
2018-05-03 09:13:40.101,96,after breakfast
2018-05-03 09:13:40.703,96,after breakfast
2018-05-03 09:13:41.002,94,after breakfast
2018-05-03 09:13:41.305,97,after breakfast
2018-05-03 09:13:41.604,97,after breakfast
2018-05-03 09:13:41.903,101,after breakfast
2018-05-03 09:13:42.206,101,after breakfast
2018-05-03 09:13:42.505,104,after breakfast
2018-05-03 09:13:43.107,106,after breakfast
2018-05-03 09:13:43.406,106,after breakfast
2018-05-03 09:13:43.709,106,after breakfast
2018-05-03 09:13:44.008,106,after breakfast
2018-05-03 09:13:44.311,104,after breakfast
2018-05-03 09:13:44.610,104,after breakfast
2018-05-03 09:13:44.909,104,after breakfast
2018-05-03 09:13:45.212,100,after breakfast
2018-05-03 09:13:45.511,100,after breakfast
2018-05-03 09:13:46.113,96,after breakfast
2018-05-03 09:13:46.412,96,after breakfast
2018-05-03 09:13:46.716,91,after breakfast
2018-05-03 09:13:47.015,91,after breakfast
2018-05-03 09:13:47.617,91,after breakfast
2018-05-03 09:13:47.916,91,after breakfast
2018-05-03 09:13:48.219,87,after breakfast
2018-05-03 09:13:48.518,87,after breakfast
2018-05-03 09:13:48.817,87,after breakfast
2018-05-03 09:13:49.120,84,after breakfast
2018-05-03 09:13:49.419,84,after breakfast
2018-05-03 09:13:50.021,81,after breakfast
2018-05-03 09:13:50.320,81,after breakfast
2018-05-03 09:13:50.623,80,after breakfast
2018-05-03 09:13:50.922,80,after breakfast
2018-05-03 09:13:51.221,79,after breakfast
2018-05-03 09:13:51.524,79,after breakfast
2018-05-03 09:13:51.823,80,after breakfast
2018-05-03 09:13:52.425,82,after breakfast
2018-05-03 09:13:52.724,82,after breakfast
2018-05-03 09:13:53.027,82,after breakfast
2018-05-03 09:13:53.326,83,after breakfast
2018-05-03 09:13:53.625,8,after breakfast
2018-05-03 09:13:53.928,84,after breakfast
2018-05-03 09:13:54.227,84,after breakfast
2018-05-03 09:13:54.531,86,after breakfast
2018-05-03 09:13:54.830,89,after breakfast
2018-05-03 09:13:55.129,89,after breakfast
2018-05-03 09:13:55.432,91,after breakfast
2018-05-03 09:13:55.731,91,after breakfast
2018-05-03 09:13:56.333,93,after breakfast
2018-05-03 09:13:56.632,93,after breakfast
2018-05-03 09:13:56.935,93,after breakfast
2018-05-03 09:13:57.234,93,after breakfast
2018-05-03 09:13:57.533,93,after breakfast
2018-05-03 09:13:57.836,93,after breakfast
2018-05-03 09:13:58.135,93,after breakfast
2018-05-03 09:13:58.737,93,after breakfast
2018-05-03 09:13:59.036,93,after breakfast
2018-05-03 09:13:59.339,93,after breakfast
2018-05-03 09:13:59.638,95,after breakfast
2018-05-03 09:13:59.937,9,after breakfast
2018-05-03 09:14:00.240,95,after breakfast
2018-05-03 09:14:00.539,95,after breakfast
2018-05-03 09:14:00.843,95,after breakfast
2018-05-03 09:14:01.142,96,after breakfast
2018-05-03 09:14:01.441,96,after breakfast
2018-05-03 09:14:01.744,97,after breakfast
2018-05-03 09:14:02.043,97,after breakfast
2018-05-03 09:14:02.645,99,after breakfast
2018-05-03 09:14:02.944,101,after breakfast
2018-05-03 09:14:03.247,101,after breakfast
2018-05-03 09:14:03.546,101,after breakfast
2018-05-03 09:14:03.845,1,after breakfast
2018-05-03 09:14:04.148,101,after breakfast
2018-05-03 09:14:04.447,99,after breakfast
2018-05-03 09:14:04.750,99,after breakfast
2018-05-03 09:14:05.049,97,after breakfast
2018-05-03 09:14:05.348,97,after breakfast
2018-05-03 09:14:05.651,97,after breakfast
2018-05-03 09:14:05.950,94,after breakfast
2018-05-03 09:14:06.552,92,after breakfast
2018-05-03 09:14:06.851,92,after breakfast
2018-05-03 09:14:07.154,92,after breakfast
2018-05-03 09:14:07.453,90,after breakfast
2018-05-03 09:14:07.752,90,after breakfast
2018-05-03 09:14:08.055,88,after breakfast
2018-05-03 09:14:08.354,88,after breakfast
2018-05-03 09:14:08.957,88,after breakfast
2018-05-03 09:14:09.256,93,after breakfast
2018-05-03 09:14:09.559,93,after breakfast
2018-05-03 09:14:09.858,96,after breakfast
2018-05-03 09:14:10.460,99,after breakfast
2018-05-03 09:14:10.759,99,after breakfast
2018-05-03 09:14:11.062,102,after breakfast
2018-05-03 09:14:11.361,102,after breakfast
2018-05-03 09:14:11.660,10,after breakfast
2018-05-03 09:14:11.963,103,after breakfast
2018-05-03 09:14:12.262,103,after breakfast
2018-05-03 09:14:12.565,103,after breakfast
2018-05-03 09:14:12.864,103,after breakfast
2018-05-03 09:14:13.163,105,after breakfast
2018-05-03 09:14:13.466,107,after breakfast
2018-05-03 09:14:13.765,107,after breakfast
2018-05-03 09:14:14.068,108,after breakfast
2018-05-03 09:14:14.367,108,after breakfast
2018-05-03 09:14:14.666,104,after breakfast
2018-05-03 09:14:14.969,104,after breakfast
2018-05-03 09:14:15.268,98,after breakfast
2018-05-03 09:14:15.871,98,after breakfast
2018-05-03 09:14:16.169,101,after breakfast
2018-05-03 09:14:16.473,101,after breakfast
2018-05-03 09:14:16.772,101,after breakfast
2018-05-03 09:14:17.374,99,after breakfast
2018-05-03 09:14:17.673,101,after breakfast
2018-05-03 09:14:17.976,101,after breakfast
2018-05-03 09:14:18.275,103,after breakfast
2018-05-03 09:14:18.574,1,after breakfast
2018-05-03 12:02:24.132,104,before lunch
2018-05-03 12:02:24.133,104,before lunch
2018-05-03 12:02:24.134,103,before lunch
2018-05-03 12:02:24.135,104,before lunch
2018-05-03 12:03:09.046,106,before lunch
2018-05-03 12:03:09.349,106,before lunch
2018-05-03 12:03:09.648,98,before lunch
2018-05-03 12:03:09.947,98,before lunch
2018-05-03 12:03:10.250,98,before lunch
2018-05-03 12:03:10.549,98,before lunch
2018-05-03 12:03:11.151,98,before lunch
2018-05-03 12:03:11.450,98,before lunch
2018-05-03 12:03:11.753,98,before lunch
2018-05-03 12:03:12.052,98,before lunch
2018-05-03 12:03:12.654,72,before lunch
2018-05-03 12:03:12.953,72,before lunch
2018-05-03 12:03:13.256,72,before lunch
2018-05-03 12:03:13.555,72,before lunch
2018-05-03 12:03:13.854,62,before lunch
2018-05-03 12:03:14.157,62,before lunch
2018-05-03 12:03:14.456,62,before lunch
2018-05-03 12:03:15.059,62,before lunch
2018-05-03 12:03:15.358,62,before lunch
2018-05-03 12:03:15.661,62,before lunch
2018-05-03 12:03:15.960,62,before lunch
2018-05-03 12:03:16.259,62,before lunch
2018-05-03 12:03:16.562,62,before lunch
2018-05-03 12:03:16.861,62,before lunch
2018-05-03 12:03:17.463,62,before lunch
2018-05-03 12:03:17.762,75,before lunch
2018-05-03 12:03:18.065,75,before lunch
2018-05-03 12:03:18.364,79,before lunch
2018-05-03 12:03:18.966,79,before lunch
2018-05-03 12:03:19.265,79,before lunch
2018-05-03 12:03:19.568,79,before lunch
2018-05-03 12:03:19.867,79,before lunch
2018-05-03 12:03:20.166,70,before lunch
2018-05-03 12:03:20.469,70,before lunch
2018-05-03 12:03:20.768,70,before lunch
2018-05-03 12:03:21.370,68,before lunch
2018-05-03 12:03:21.669,68,before lunch
2018-05-03 12:03:21.972,68,before lunch
2018-05-03 12:03:22.272,68,before lunch
2018-05-03 12:03:22.570,68,before lunch
2018-05-03 12:03:22.874,68,before lunch
2018-05-03 12:03:23.173,68,before lunch
2018-05-03 12:03:34.887,63,before lunch
2018-05-03 12:03:35.186,71,before lunch
2018-05-03 12:03:35.489,94,before lunch
2018-05-03 12:03:48.101,105,before lunch
2018-05-03 12:03:48.404,101,before lunch
2018-05-03 12:03:48.703,101,before lunch
2018-05-03 12:03:49.305,93,before lunch
2018-05-03 12:03:49.604,90,before lunch
2018-05-03 12:03:49.907,90,before lunch
2018-05-03 12:03:50.206,92,before lunch
2018-05-03 12:03:50.505,9,before lunch
2018-05-03 12:03:50.808,95,before lunch
2018-05-03 12:03:51.107,96,before lunch
2018-05-03 12:03:51.410,96,before lunch
2018-05-03 12:03:51.709,96,before lunch
2018-05-03 12:03:52.008,96,before lunch
2018-05-03 12:03:52.311,100,before lunch
2018-05-03 12:03:52.610,100,before lunch
2018-05-03 12:03:53.212,102,before lunch
2018-05-03 12:03:53.511,102,before lunch
2018-05-03 12:03:53.814,105,before lunch
2018-05-03 12:03:54.113,109,before lunch
2018-05-03 12:03:54.716,109,before lunch
2018-05-03 12:03:55.015,109,before lunch
2018-05-03 12:03:55.318,109,before lunch
2018-05-03 12:03:55.617,109,before lunch
2018-05-03 12:03:55.916,1,before lunch
2018-05-03 12:03:56.219,109,before lunch
2018-05-03 12:03:56.518,109,before lunch
2018-05-03 12:03:56.821,109,before lunch
2018-05-03 12:04:47.877,93,before lunch
2018-05-03 12:04:48.176,104,before lunch
2018-05-03 12:04:48.479,104,before lunch
2018-05-03 12:04:48.778,109,before lunch
2018-05-03 12:06:02.661,63,before lunch
2018-05-03 12:06:02.960,63,before lunch
2018-05-03 12:06:03.263,65,before lunch
2018-05-03 12:06:03.562,65,before lunch
2018-05-03 12:06:04.164,65,before lunch
2018-05-03 12:06:04.463,65,before lunch
2018-05-03 12:06:04.766,68,before lunch
2018-05-03 12:06:05.065,68,before lunch
2018-05-03 12:06:05.667,75,before lunch
2018-05-03 12:06:05.966,75,before lunch
2018-05-03 12:06:06.269,80,before lunch
2018-05-03 12:06:06.568,80,before lunch
2018-05-03 12:06:06.867,85,before lunch
2018-05-03 12:06:07.170,91,before lunch
2018-05-03 12:06:07.469,91,before lunch
2018-05-03 12:06:08.072,98,before lunch
2018-05-03 12:06:08.371,104,before lunch
2018-05-03 12:06:08.674,104,before lunch
2018-05-03 12:06:08.973,102,before lunch
2018-05-03 12:06:10.775,109,before lunch
